
source_board_name,source_url,provider_name,provider_legal_name,provider_type,description,street_1,street_2,city,state,zip,county,phone,fax,email,website,intake_phone,hours,services_raw,payment_raw,telehealth_available,languages_raw,populations_raw,level_of_care_raw,mat_options_raw,peer_support_available,peer_services_raw,npi,license_raw,last_verified_date,verified_status,verification_evidence,notes
Jefferson County Prevention & Recovery Board,https://jcprb.org/gethelp/local-provider-network/,Coleman Health Services,,behavioral health provider,,740 N 6th Ave,,Steubenville,OH,43952.0,Jefferson,740-996-7100,,,https://www.colemanservices.org,,,Mental Health Services; Residential Services,,,,,,,,,,,2025-12-29,likely_active,"Board provider network lists Coleman Health Services with phone 740-996-7100; separate search identifies address 740 N 6th Ave, Steubenville",
Jefferson County Prevention & Recovery Board,https://jcprb.org/gethelp/local-provider-network/,Family Recovery Center,,addiction treatment center,,1010 N 6th St,,Steubenville,OH,43952.0,Jefferson,740-283-4946,,,https://familyrecovery.org,,,Outpatient Treatment; Medication-Assisted Treatment; Recovery Housing,,,,,,,,,,,2025-12-29,likely_active,"Board provider network lists Family Recovery Center with phone 740-283-4946; additional search indicates address 1010 N 6th St, Steubenville",
Mental Health & Recovery for Licking and Knox Counties,https://www.mhrlk.org/find-help,Behavioral Healthcare Partners of Central Ohio (BHP),Behavioral Healthcare Partners of Central Ohio,,"Outpatient mental health and substance use services, crisis intervention",61 Granville St.,,Newark,OH,43055.0,Licking,740-522-8477,,,,877-593-6330,,Outpatient mental health and substance use services; crisis and supportive services,,,,,,,,,,,2025-12-29,likely_active,Board directory & pdf; BHP website active,Main Newark location
Mental Health & Recovery for Licking and Knox Counties,https://www.mhrlk.org/find-help,Behavioral Healthcare Partners Care Now Clinic,Behavioral Healthcare Partners of Central Ohio,,Care Now Clinic providing urgent mental health services,206 S. Mulberry St.,,Mount Vernon,OH,43050.0,Knox,740-324-7800,,,,,,Care Now Clinic for mental health; contact BHP for services,,,,,,,,,,,2025-12-29,likely_active,Board listing; phone active,Care Now Clinic - Knox County
Mental Health & Recovery for Licking and Knox Counties,https://www.mhrlk.org/find-help,Licking Alcoholism Prevention Program (LAPP) - Newark,Licking Alcoholism Prevention Program,,Outpatient drug and alcohol treatment center,62 E. Stevens St.,,Newark,OH,43055.0,Licking,740-366-7303,,,,,,Outpatient substance use treatment,,,,,,,,,,,2025-12-29,likely_active,Board listing & pdf; contact details verified via search,Newark location
Mental Health & Recovery for Licking and Knox Counties,https://www.mhrlk.org/find-help,Licking Alcoholism Prevention Program (LAPP) - Pataskala,Licking Alcoholism Prevention Program,,Outpatient drug and alcohol treatment center,621 W. Broad St.,Suite 1E,Pataskala,OH,43062.0,Licking,740-927-6862,,,,,,Outpatient substance use treatment,,,,,,,,,,,2025-12-29,likely_active,Board listing & pdf; contact details verified via search,Pataskala location
Mental Health & Recovery for Licking and Knox Counties,https://www.mhrlk.org/find-help,"The Main Place, Inc. - Newark","The Main Place, Inc.",,Consumer-operated mental health recovery center,112 S 3rd St.,,Newark,OH,43055.0,Licking,740-345-6246,,,http://www.themainplace.org,,,"Consumer-operated recovery services, peer support",,,,,,,yes,Peer support and recovery services,,,2025-12-29,likely_active,Board listing & search; website active,Newark location
Mental Health & Recovery for Licking and Knox Counties,https://www.mhrlk.org/find-help,"The Main Place, Inc. - Mount Vernon","The Main Place, Inc.",,Consumer-operated mental health recovery center,117 W High St.,,Mount Vernon,OH,43050.0,Knox,740-392-9491,,,http://www.themainplace.org,,,"Consumer-operated recovery services, peer support",,,,,,,yes,Peer support and recovery services,,,2025-12-29,likely_active,Board listing & search; website active,Mount Vernon location
Mental Health & Recovery for Licking and Knox Counties,https://www.mhrlk.org/find-help,Mental Health America of Licking County,Mental Health America of Licking County,,"Education, prevention and advocacy programs",65 Messimer Dr.,,Newark,OH,43055.0,Licking,740-522-1341,,,http://www.mhalc.org,,,"Education, prevention and advocacy programs",,,,,,,,,,,2025-12-29,likely_active,Board listing & external sources; address verified via state records,
Mental Health & Recovery for Licking and Knox Counties,https://www.mhrlk.org/find-help,Pathways of Central Ohio,Pathways of Central Ohio,,Information and referral services; crisis hotline; 211,1627 Bryn Mawr Dr.,,Newark,OH,43055.0,Licking,740-345-6166,,,,,,Crisis hotline; information and referral; 211 services,,,,,,,,,,,2025-12-29,likely_active,Board listing & pdf; contact details from pdf,
Mental Health & Recovery for Licking and Knox Counties,https://www.mhrlk.org/find-help,The Woodlands,The Woodlands,,Outpatient mental health treatment and domestic violence shelter,195 Union St.,Suite B-1,Newark,OH,43055.0,Licking,740-349-7066,,,,,,Outpatient mental health treatment; domestic violence shelter,,,,,,,,,,,2025-12-29,likely_active,Board listing & pdf; address from pdf,
Mental Health & Recovery for Licking and Knox Counties,https://www.mhrlk.org/find-help,Freedom Center,Alcohol and Drug Freedom Center of Knox County,,Outpatient behavioral health treatment and prevention center,106 E Gambier St.,,Mount Vernon,OH,43050.0,Knox,740-397-2660,,,http://www.freedomctr.net,,,Outpatient behavioral health treatment and prevention; substance use counseling,,,,,,,,,,,2025-12-29,likely_active,Board listing & search; website active,
Mental Health & Recovery for Licking and Knox Counties,https://www.mhrlk.org/find-help,New Directions,New Directions Shelter of Knox County,,Domestic violence shelter for battered women and children,212 N Main St.,,Mount Vernon,OH,43050.0,Knox,740-397-4357,,,,,,"Domestic violence shelter, support services for women and children",,,,"Women, children",,,,,,,2025-12-29,likely_active,Board listing & search; contact information from board,
Lorain County MHARS Board,https://mharslc.org/service-provider-directory/,Applewood Centers,Applewood Centers,,,1865 North Ridge Road East,Ste A,Lorain,OH,44055.0,Lorain,440-324-1300,440-277-0409,,https://applewoodcenters.org,,,,,,,,,,,,,,2025-12-29,likely_active,Lorain County provider directory; contact details present,
Lorain County MHARS Board,https://mharslc.org/service-provider-directory/,Beech Brook,Beech Brook,,,3737 Lander Rd.,,Cleveland,OH,44124.0,Cuyahoga,216-831-2255,,,https://beechbrook.org,877-546-1225,,,,,,,,,,,,,2025-12-29,likely_active,Lorain County provider directory,
Lorain County MHARS Board,https://mharslc.org/service-provider-directory/,Bellefaire JCB,Bellefaire JCB,,,1865 North Ridge Road East,Suite D,Lorain,OH,44055.0,Lorain,440-723-5495,440-277-0459,,https://bellefairejcb.org,440-723-5501,,,,,,,,,,,,,2025-12-29,likely_active,Lorain County provider directory,Lorain office
Lorain County MHARS Board,https://mharslc.org/service-provider-directory/,Big Brothers Big Sisters of Lorain County,Big Brothers Big Sisters,,,1917 North Ridge Road East,Ste A,Lorain,OH,44055.0,Lorain,440-277-6541,440-277-6583,,https://bigloraincounty.org,888-222-7371,,Youth mentoring and supportive services,,,,Youth,,,,,,,2025-12-29,likely_active,Lorain County provider directory,
Lorain County MHARS Board,https://mharslc.org/service-provider-directory/,Catholic Charities Services of Lorain County,Catholic Charities Services of Lorain County,,,41315 N. Ridge Road,,Elyria,OH,44035.0,Lorain,440-366-1106,440-366-5645,,https://www.ccdocle.org,877-566-1106,,,,,,,,,,,,,2025-12-29,likely_active,Lorain County provider directory,
Lorain County MHARS Board,https://mharslc.org/service-provider-directory/,El Centro de Servicios Sociales,El Centro de Servicios Sociales,,,2800 Pearl Ave.,,Lorain,OH,44055.0,Lorain,440-277-8235,440-277-9236,,https://lorainelcentro.com,440-240-7025,,,,,,,,,,,,,2025-12-29,likely_active,Lorain County provider directory,
Lorain County MHARS Board,https://mharslc.org/service-provider-directory/,Far West Center,Far West Center,,,554 N. Leavitt Road,,Amherst,OH,44001.0,Lorain,440-988-4900,440-988-4910,,https://farwestcenter.com,,,,,,,,,,,,,,2025-12-29,likely_active,Lorain County provider directory,
Lorain County MHARS Board,https://mharslc.org/service-provider-directory/,Gathering Hope House,Gathering Hope House,,,1173 North Ridge Road East,Suite 102,Lorain,OH,44055.0,Lorain,440-233-7400,440-233-7569,,https://www.gatheringhopehouse.org,,,,,,,,,,,,,,2025-12-29,likely_active,Lorain County provider directory,
Lorain County MHARS Board,https://mharslc.org/service-provider-directory/,Lorain UMADAOP,Lorain Urban Minority Alcoholism & Drug Abuse Outreach Program,,,2314 Kelly Place,,Lorain,OH,44052.0,Lorain,440-246-4616,,,https://www.lorainumadaop.com,,,,,,,,,,,,,,2025-12-29,likely_active,Lorain County provider directory,
Lorain County MHARS Board,https://mharslc.org/service-provider-directory/,Riveon (formerly The LCADAWay),Riveon,,,2115 Westpark Drive,,Lorain,OH,44053.0,Lorain,440-989-4900,,,https://riveonhealth.org,,,,,,,,,,,,,,2025-12-29,likely_active,Lorain County provider directory,
Lorain County MHARS Board,https://mharslc.org/service-provider-directory/,Let’s Get Real,Let’s Get Real,,,1939 Oberlin Avenue,,Lorain,OH,44052.0,Lorain,440-963-7042,,,https://letsgetrealinc.org,,,,,,,,,,,,,,2025-12-29,likely_active,Lorain County provider directory,
Lorain County MHARS Board,https://mharslc.org/service-provider-directory/,Guardianship Services (Lutheran Metropolitan Ministry),Guardianship Services of Cuyahoga and Lorain Counties,,,4515 Superior Avenue,,Cleveland,OH,44103.0,Cuyahoga,216-696-2715,,,https://www.lutheranmetro.org,,,,,,,,,,,,,,2025-12-29,likely_active,Lorain County provider directory,Program of Lutheran Metropolitan Ministry
Lorain County MHARS Board,https://mharslc.org/service-provider-directory/,NAMI Lorain County,NAMI Lorain County,,,6125 S Broadway,,Lorain,OH,44053.0,Lorain,440-240-8477,,,https://nami-lc.org,,,Peer support and education,,,,,,,yes,Support groups and advocacy,,,2025-12-29,likely_active,Lorain County provider directory,
Lorain County MHARS Board,https://mharslc.org/service-provider-directory/,"New Directions, Inc.","New Directions, Inc.",,,30800 Chagrin Blvd.,,Cleveland,OH,44124.0,Cuyahoga,216-591-0324,,,https://newdirect.org,,,,,,,,,,,,,,2025-12-29,likely_active,Lorain County provider directory,
Lorain County MHARS Board,https://mharslc.org/service-provider-directory/,New Sunrise Properties,New Sunrise Properties,,,1100 North Abbe Road,Ste A,Elyria,OH,44035.0,Lorain,440-365-9600,440-365-9602,,https://newsunriseproperties.org,,,,,,,,,,,,,,2025-12-29,likely_active,Lorain County provider directory,
Lorain County MHARS Board,https://mharslc.org/service-provider-directory/,Riveon (formerly The Nord Center),Riveon,,,6140 South Broadway,,Lorain,OH,44053.0,Lorain,440-233-7232,440-204-4383,,https://riveonhealth.org,866-888-6673,,,,,,,,,,,,,2025-12-29,likely_active,Lorain County provider directory,
Lorain County MHARS Board,https://mharslc.org/service-provider-directory/,OhioGuidestone,OhioGuidestone,,,2173 North Ridge Rd.,Suite E,Lorain,OH,44055.0,Lorain,440-234-2006,440-398-8135,,https://ohioguidestone.org,440-260-8595,,,,,,,,,,,,,2025-12-29,likely_active,Lorain County provider directory,
Lorain County MHARS Board,https://mharslc.org/service-provider-directory/,Pathways Counseling & Growth Center,Pathways Counseling & Growth Center,,,312 Third Street,,Elyria,OH,44035.0,Lorain,440-323-5707,440-323-3016,,https://pathwayscounselingcenter.com,,,,,,,,,,,,,,2025-12-29,likely_active,Lorain County provider directory,
Lorain County MHARS Board,https://mharslc.org/service-provider-directory/,"Road to Hope House, Inc.","The Road to Hope House, Inc.",,,158 Irondale St.,,Elyria,OH,44035.0,Lorain,440-309-4284,,,https://www.road-to-hope.org,,,,,,,,,,,,,,2025-12-29,likely_active,Lorain County provider directory,
Lorain County MHARS Board,https://mharslc.org/service-provider-directory/,Safe Harbor Inc. (Genesis House),"Safe Harbor, Inc.",,,P.O. Box 718,,Lorain,OH,44052.0,Lorain,440-323-3400,440-244-1867,,https://genesishouseshelter.org,440-244-1853,,,,,,,,,,,,,2025-12-29,likely_active,Lorain County provider directory,
Lorain County MHARS Board,https://mharslc.org/service-provider-directory/,Silver Maple Recovery,Silver Maple Recovery,,,2101 Silver Maple Way,,Lorain,OH,44053.0,Lorain,855-762-7531,,,https://www.silvermaplerecovery.com,440-830-3400,,,,,,,,,,,,,2025-12-29,likely_active,Lorain County provider directory,
Lorain County MHARS Board,https://mharslc.org/service-provider-directory/,"Stella Maris, Inc.","Stella Maris, Inc.",,,1320 Washington Avenue,,Cleveland,OH,44124.0,Cuyahoga,216-781-0550,,,https://www.stellamariscleveland.com,,,,,,,,,,,,,,2025-12-29,likely_active,Lorain County provider directory,
Mahoning County Mental Health & Recovery Board,https://www.mahoningmhrb.org/partners-programs/,Alta Behavioral Healthcare,,,,711 Belmont Avenue,,Youngstown,OH,44502.0,Mahoning,330-793-2487,,,https://www.altacaregroup.org,,,,,,,,,,,,,,2025-12-29,likely_active,Address and phone from Ohio DBH provider directory; board listing,
Mahoning County Mental Health & Recovery Board,https://www.mahoningmhrb.org/partners-programs/,Catholic Charities Regional Agency,,,,319 W Rayen Ave,,Youngstown,OH,44502.0,Mahoning,330-744-3320,,,https://www.ccdoy.org,,,,,,,,,,,,,,2025-12-29,likely_active,Address and phone from GracesList listing; board listing,
Mahoning County Mental Health & Recovery Board,https://www.mahoningmhrb.org/partners-programs/,Coalition for a Drug Free Mahoning County,,,,P.O. Box 3883,,Youngstown,OH,44513.0,Mahoning,330-771-7732,,Contact@DrugFreeMahoningCounty.org,https://drugfreemahoningcounty.org,,,,,,,,,,,,,,2025-12-29,likely_active,Contact page lists PO Box address and phone,
Mahoning County Mental Health & Recovery Board,https://www.mahoningmhrb.org/partners-programs/,Compass Family & Community Services,,,,535 Marmion Avenue,,Youngstown,OH,44502.0,Mahoning,330-782-5664,,,https://compassfamily.org,,,,,,,,,,,,,,2025-12-29,likely_active,Ohio Cares portal lists address and phone,
Mahoning County Mental Health & Recovery Board,https://www.mahoningmhrb.org/partners-programs/,"Flying HIGH, Inc.",,,,6 Federal Plaza Central,Suite 705,Youngstown,OH,44503.0,Mahoning,330-797-3995,330-270-9492,,https://flyinghighinc.org,,,,,,,,,,,,,,2025-12-29,likely_active,Flying High contact page lists address and phone,
Mahoning County Mental Health & Recovery Board,https://www.mahoningmhrb.org/partners-programs/,Help Network of Northeast Ohio,,,,261 E Wood Street,,Youngstown,OH,44503.0,Mahoning,330-747-5111,330-747-4055,,https://www.helpnetworkneo.org,,,,,,,,,,,,,,2025-12-29,likely_active,Regional Chamber listing provides address and phone,
Mahoning County Mental Health & Recovery Board,https://www.mahoningmhrb.org/partners-programs/,Mercy Health — St. Elizabeth Youngstown Hospital,,Hospital,,1044 Belmont Avenue,,Youngstown,OH,44504.0,Mahoning,330-746-7211,,,https://www.mercy.com/locations/hospitals/youngstown/mercy-health-st-elizabeth-youngstown-hospital,,,,,,,,Hospital/Detox,,,,,,2025-12-29,likely_active,Mercy Health site lists address and phone,
Mahoning County Mental Health & Recovery Board,https://www.mahoningmhrb.org/partners-programs/,Meridian HealthCare,,,,527 North Meridian Road,,Youngstown,OH,44509.0,Mahoning,330-797-0070,,,https://meridianhealthcare.net,,,,,,,,,,,,,,2025-12-29,likely_active,Meridian HealthCare site lists address and phone,
Mahoning County Mental Health & Recovery Board,https://www.mahoningmhrb.org/partners-programs/,Youngstown UMADAOP,,,,1327 Florencedale Avenue,,Youngstown,OH,44505.0,Mahoning,330-743-2772,,,https://yumadaop.com,,,,,,,,,,,,,,2025-12-29,likely_active,Relink listing provides address and phone,
Mahoning County Mental Health & Recovery Board,https://www.mahoningmhrb.org/partners-programs/,Neil Kennedy Recovery Clinic,,Treatment Center,,2151 Rush Boulevard,,Youngstown,OH,44507.0,Mahoning,330-744-1181,,,https://www.nkrc.org,,,,,,,,,,,,,,2025-12-29,likely_active,Your First Step listing provides address and phone,
Mahoning County Mental Health & Recovery Board,https://www.mahoningmhrb.org/partners-programs/,"TRAVCO Behavioral Health, Inc.",,Outpatient Counseling,,8261 Market Street,Suite A,Youngstown,OH,44512.0,Mahoning,330-286-0050,,,http://www.travcobhs.com,,,,,,,,,,,,,,2025-12-29,likely_active,Sober Nation listing provides address and phone,
Mahoning County Mental Health & Recovery Board,https://www.mahoningmhrb.org/partners-programs/,Big Brothers & Big Sisters of Mahoning Valley,,,,325 N State Street,,Girard,OH,44420.0,Mahoning,330-545-0002,,,,,,,,,,,,,,,,,2025-12-29,likely_active,Board page lists address and phone,
Mahoning County Mental Health & Recovery Board,https://www.mahoningmhrb.org/partners-programs/,ACLD Learning Center,,,Tutoring and support services for students and parents,118 East Wood Street,,Youngstown,OH,44503.0,Mahoning,330-746-0604,,,,,,,,,,,,,,,,,2025-12-29,likely_active,Board page lists address and phone,
Mahoning County Mental Health & Recovery Board,https://www.mahoningmhrb.org/partners-programs/,Alzheimer’s Assistance & Referral Network,,,Education and support services for caregivers of persons with Alzheimer’s disease,3695 Boardman-Canfield Road,,Canfield,OH,44406.0,Mahoning,330-533-3300,,,,,,,,,,,,,,,,,2025-12-29,likely_active,Board page lists address and phone,
Mahoning County Mental Health & Recovery Board,https://www.mahoningmhrb.org/partners-programs/,"Forensic Psychiatric Center of Northeast Ohio, Inc.",,,Provides forensic evaluations and monitoring services for courts,5212 Mahoning Avenue,Suite 317,Youngstown,OH,44515.0,Mahoning,330-792-1918,,,,,,,,,,,,,,,,,2025-12-29,likely_active,Board page lists address and phone,
Medina County Mental Health & Recovery Board,https://medinamentalhealth.com/adamh-funded-agencies/,"Alternative Paths, Inc. (Medina)",,,"Nonprofit provider of mental health and substance use treatment services including diagnostic assessment, counselling, psychiatric evaluation, medication management, case management, and forensic and community programs.",246 Northland Drive,,Medina,OH,44256.0,,330-725-9195,330-725-9187,,https://alternativepaths.org,,,Mental health and substance use treatment services; diagnostic assessment; individual and group counseling; medication management; case management; crisis intervention; forensic services; community education,,,,,,,,,,,2025-12-29,likely_active,Provider listed on Medina ADAMH board funded agencies page; contact info verified via board site,
Medina County Mental Health & Recovery Board,https://medinamentalhealth.com/adamh-funded-agencies/,OhioGuidestone (Medina),,,"Behavioral health treatment services offering mental health and substance use treatment, including diagnostic assessment, counseling, urgent services, school-based programs, group therapy, psychiatric evaluations, MAT, and community education.",246 Northland Drive,,Medina,OH,44256.0,,440-260-2945,,,https://ohioguidestone.org,,,"Mental health treatment; substance use disorder services; diagnostic assessments; individual, family and group counseling; urgent services; psychiatric evaluations; medication management; intensive outpatient groups; MAT; recovery support; community education; school-based intervention",,,,,,,,,,,2025-12-29,likely_active,Provider listed on Medina ADAMH board funded agencies page; services described on board site,
Medina County Mental Health & Recovery Board,https://medinamentalhealth.com/adamh-funded-agencies/,Catholic Charities (Medina),,,"Provides diagnostic assessments, individual and group counseling, and senior case management for mental health and substance use needs.",4210 North Jefferson Street,,Medina,OH,44256.0,,330-723-9615,,,https://ccdocle.org,,,Diagnostic assessments; individual and group counseling; senior case management,,,,,,,,,,,2025-12-29,likely_active,Provider listed on Medina ADAMH board funded agencies page; contact info verified via board site,
Medina County Mental Health & Recovery Board,https://medinamentalhealth.com/mental-health-services/,Hope Recovery Community,,,"Recovery community organization offering peer-based recovery support, mentoring, recovery support groups, family support, employment assistance and housing.",200 Highland Drive,,Medina,OH,44256.0,,330-952-0109,,sevans@hoperecoverycommunity.org,https://hoperecoverycommunity.org,,,Peer-based recovery support; peer coaching; recovery support groups; family support groups; employment assistance; reentry support; prevention and awareness programs,,,,,,,yes,Peer-based coaching and support groups,,,2025-12-29,likely_active,Provider listed as additional service on Medina ADAMH board page; address and phone verified via relink listing,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,Brigid's Path,,,,3601 S Dixie Dr,,Kettering,OH,45439.0,,937-350-1785,,,,,,Infant care for babies born exposed to addictive substances; family advocacy,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,Catholic Social Services of the Miami Valley,,,,922 W. Riverview Avenue,,Dayton,OH,45402.0,,937-223-7217,,,,,,Outpatient counseling; guardianship services; refugee resettlement; services for older adults; Hispanic outreach; pregnancy and parenting support,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,"Daybreak, Inc.",,,,605 S. Patterson Blvd,,Dayton,OH,45402.0,,937-395-4600,,,,,,Emergency shelter for youth ages 10-21; housing and drop-in center for youth ages 18-24; job readiness and LGBTQ services,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,Dayton Municipal Court – Anger Management Program,,,,301 West Third Street Room 365,,Dayton,OH,45402.0,,937-333-4341,,,,,,Anger management program,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,Eastway Corporation,,,,600 Wayne Avenue,,Dayton,OH,45410.0,,937-496-2000,,,,,,Child and adolescent residential; day treatment; outpatient; adult outpatient; employment services; residential; forensic services,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,"Family Services Association, Inc.",,,,2211 Arbor Blvd.,,Dayton,OH,45439.0,,937-222-9481,,,,,,Counseling; interpreting and community services for the deaf; WomanLine; U-turn 180 court program,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,Friends of the Castle,,,,133 N. Main Street,,Centerville,OH,45459.0,,937-433-3931,,,,,,Social club; peer and recovery supports,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,Good Shepherd Ministries,,,,1115 East Third Street,,Dayton,OH,45402.0,,937-938-5781,,,,,,Recovery housing; career coaching,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,Goodwill Easter Seals of the Miami Valley,,,,660 S. Main Street,,Dayton,OH,45402.0,,937-461-4800,,,,,,Miracle Clubhouse; ALL Club; recovery and employment program; adult day programs,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,House of Restoration Community Solutions,,,,804 E Monument Ave,,Dayton,OH,45402.0,,937-265-0028,,,,,,Recovery housing,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,"Joshua Recovery Ministries, Inc.",,,,3845 Flory Ave,,Dayton,OH,45405.0,,740-497-3332,,,,,,Men’s recovery housing; maternal recovery housing; women’s recovery housing,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,Mercy Manor,,,,25 Grosvenor Ave,,Dayton,OH,45417.0,,937-554-2239,,,,,,Women’s recovery housing,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,Miami Valley Hospital Foundation – Promise to Hope,,,,1 Wyoming Street,,Dayton,OH,45409.0,,937-208-2700,,,,,,Care coordination and case management for mothers struggling with addiction during pregnancy and postpartum,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,Miami Valley Housing Opportunities,,,,907 West Fifth Street,,Dayton,OH,45402.0,,937-263-4449,,,,,,Homeless outreach; PATH; rental assistance programs,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,MonDay Community Correctional Institution,,,,1951 South Gettysburg Ave,,Dayton,OH,45417.0,,937-496-3002,,,,,,"Community-based correctional facility providing EMDR, mindfulness treatment, peer support for probation eligible felony offenders",,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,Montgomery County Common Pleas Court – Probation Services Department,,,,14 West Fourth Street,,Dayton,OH,45422.0,,937-225-6000,,,,,,Literacy program,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,"NAMI Montgomery County, Ohio",,,,409 E Monument Ave,Suite 102,Dayton,OH,45402.0,,937-299-3667,,,,,,Information and referrals; NAMI Connection; Family to Family support group; NAMI Basics; Peer-to-Peer; NAMI Friends and Family workshop,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,"NOVA Behavioral Health, Inc.",,,,732 Beckman St,,Dayton,OH,45410.0,,937-253-1680,,,,,,Assessment and referral; SUD and IDDT residential services; withdrawal management; outpatient services; recovery housing,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,Public Health Dayton & Montgomery County,,,,117 S Main St,,Dayton,OH,45422.0,,937-225-5700,,,,,,Recovery counseling services; peer support; CarePoint Syringe Services Program; community health outreach; community overdose action team,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,Recovery Centers Inc (Women’s Recovery Center),,,,515 Martin Drive,,Xenia,OH,45385.0,,937-562-2400,,,,,,Assessment and referral; SUD residential services; withdrawal management; outpatient services; recovery housing,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,"Samaritan Behavioral Health, Inc.",,,,601 Edwin C. Moses Blvd.,"Elizabeth Place, 4th Floor",Dayton,OH,45417.0,,937-734-4336,,,,,,Adult and youth outpatient; integrated care; YCATS; CAM; school services; MAT; psychiatric and medical services; Project DAWN; integrated dual treatment; food pantry,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,Senior Resource Connection,,,,222 Salem Avenue,,Dayton,OH,45406.0,,937-223-8246,,,,,,Representative payee program; meals on wheels; case management; care coordination and caregiver support,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
